neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,availability_365,price
Holroyd,-33.8225994104005,150.931934205551,Private room,3,35,0.48,345,60
Manly,-33.8024039531539,151.263603533268,Private room,2,3,0.05,343,145
Waverley,-33.8897710409939,151.282474942704,Entire home/apt,2,54,0.75,321,260
Hornsby,-33.6828259546649,151.104414050591,Private room,1,94,1.31,335,60
Randwick,-33.9064141354872,151.253970121182,Private room,1,38,1.44,329,60
Randwick,-33.9070089654077,151.255992343155,Private room,2,38,0.53,324,55
Hornsby,-33.6831969993162,151.102610004694,Private room,1,27,0.37,359,65
Woollahra,-33.8624630938605,151.27567591974,Private room,2,1,0.04,362,90
Sydney,-33.868369789698,151.223042829707,Entire home/apt,3,20,0.33,15,251
Marrickville,-33.9006761006427,151.170105766179,Entire home/apt,2,6,0.19,0,60
Sydney,-33.8886943658704,151.231860185365,Entire home/apt,3,26,0.36,7,300
Randwick,-33.91426084207,151.258501829534,Private room,3,27,0.37,339,80
Manly,-33.804714950152,151.287738758062,Private room,14,0,,87,47
Randwick,-33.9442419674793,151.239483447233,Private room,2,39,0.53,41,47
Manly,-33.7895418958345,151.2818735481,Entire home/apt,6,5,0.21,0,1029
Sydney,-33.9016860887511,151.20318468182,Private room,2,96,1.37,346,84
Sydney,-33.8842075302909,151.210406117089,Private room,2,63,0.87,6,96
Waverley,-33.8921518980048,151.283809845493,Entire home/apt,5,0,,278,190
Penrith,-33.7978543948103,150.774975330947,Private room,1,4,0.08,365,120
Waverley,-33.9062705682674,151.267290183622,Private room,1,16,0.22,364,60
Manly,-33.7928911951382,151.263114745363,Entire home/apt,5,5,0.08,283,199
Randwick,-33.9487113115764,151.242727317341,Private room,5,10,0.17,350,84
Pittwater,-33.636807413899,151.317018859573,Entire home/apt,7,0,,348,850
Woollahra,-33.8796034580813,151.260951647033,Private room,1,32,0.44,35,75
Sydney,-33.8857973681885,151.21490236135,Entire home/apt,5,0,,0,120
Waverley,-33.8985019532079,151.260971279603,Entire home/apt,8,9,0.12,0,199
Ryde,-33.7688589725111,151.106029822722,Private room,2,2,0.03,28,40
Ryde,-33.7673695377817,151.107360198882,Private room,2,4,0.07,28,80
Waverley,-33.8925649576364,151.268598240456,Entire home/apt,5,0,,0,220
Marrickville,-33.8891643560077,151.152930627311,Entire home/apt,7,6,0.08,11,210
Randwick,-33.9117432887868,151.268353997824,Entire home/apt,1,8,0.11,0,150
Sydney,-33.8866228685156,151.202281739582,Entire home/apt,4,8,0.11,16,300
Waverley,-33.8970135165959,151.269800269731,Entire home/apt,3,26,0.36,365,199
Woollahra,-33.8893744328636,151.23859365404,Entire home/apt,5,35,0.51,79,138
North Sydney,-33.8479364719852,151.215707595935,Entire home/apt,3,3,0.04,137,150
Waverley,-33.8856116775319,151.273013909544,Entire home/apt,3,0,,0,195
Warringah,-33.773556363924,151.292418055306,Private room,2,18,0.25,63,100
Warringah,-33.7617388084971,151.209408121788,Private room,1,39,0.54,157,68
Sydney,-33.8652700088571,151.207930110226,Entire home/apt,1,21,0.33,346,329
Waverley,-33.8925348483517,151.273050356262,Entire home/apt,7,9,0.16,30,345
Marrickville,-33.8989102570627,151.16491526053,Private room,1,101,4.29,81,55
Waverley,-33.8905989044625,151.269228347731,Entire home/apt,7,4,0.06,14,186
North Sydney,-33.8232904160531,151.230318771649,Entire home/apt,5,3,0.05,243,651
Waverley,-33.8693348961643,151.281258199799,Entire home/apt,7,3,0.06,0,199
Randwick,-33.9284147515308,151.259820278438,Entire home/apt,3,19,0.3,317,415
Waverley,-33.8924291337725,151.242180589441,Entire home/apt,8,3,0.06,2,180
Hornsby,-33.7216887913838,151.097886064631,Private room,2,0,,365,96
Waverley,-33.9065086081312,151.264694430033,Private room,5,4,0.07,344,71
Sydney,-33.9032271748417,151.186987302276,Entire home/apt,2,96,1.6,0,280
Sydney,-33.8917314850689,151.183426915599,Entire home/apt,3,2,0.04,5,71
Sydney,-33.8997835386169,151.201759296474,Entire home/apt,3,4,0.06,244,320
Marrickville,-33.9155957122388,151.15576201221,Entire home/apt,3,96,1.33,310,91
Manly,-33.7924370481033,151.274573437505,Entire home/apt,5,3,0.13,14,350
Warringah,-33.7562323338147,151.29153480966,Private room,21,0,,0,140
Waverley,-33.8908618052088,151.274394700358,Entire home/apt,5,6,0.1,9,249
Marrickville,-33.8998514389994,151.177919169351,Private room,1,310,4.27,263,65
Sydney,-33.9017370353062,151.192305485358,Entire home/apt,7,1,0.02,340,251
Sydney,-33.8774174866664,151.226535606073,Entire home/apt,14,44,0.61,146,98
Sydney,-33.8952892094705,151.204202051538,Private room,21,3,0.05,0,40
Sydney,-33.8881617872746,151.22943567439,Entire home/apt,3,0,,0,150
Waverley,-33.8878198055981,151.27542366126,Entire home/apt,7,2,0.06,0,105
Randwick,-33.9129286101458,151.246780667379,Entire home/apt,3,45,0.62,151,120
Warringah,-33.7686762135634,151.291657713256,Entire home/apt,7,1,0.09,355,385
Waverley,-33.89773707099,151.252049923586,Entire home/apt,28,16,0.45,243,174
Leichhardt,-33.8717470746571,151.165404254879,Entire home/apt,2,62,0.86,278,186
Sydney,-33.876043744176,151.213159731994,Entire home/apt,2,130,1.85,202,169
Sydney,-33.8999666442699,151.212511888381,Private room,2,50,0.8,306,55
Waverley,-33.893780915954,151.270510972093,Entire home/apt,2,4,0.07,56,220
Rockdale,-33.942762871434,151.145285428235,Entire home/apt,2,43,1.43,323,500
Sydney,-33.8709771393688,151.19733028719,Entire home/apt,3,50,1.5,283,676
Leichhardt,-33.8834663887886,151.159220925959,Private room,5,5,0.12,177,48
Leichhardt,-33.8854625539996,151.159817174685,Entire home/apt,4,1,0.02,0,150
Waverley,-33.8898025868101,151.281420009356,Entire home/apt,2,99,1.37,27,198
Warringah,-33.781668663425,151.28400087202,Entire home/apt,3,26,0.52,246,163
Sydney,-33.8796123804691,151.21592813414,Entire home/apt,3,385,5.33,142,96
Woollahra,-33.8764204066292,151.232721009744,Entire home/apt,3,143,1.98,250,496
Lane Cove,-33.8277100777061,151.176482485913,Private room,2,12,0.17,363,109
Sydney,-33.8653718124651,151.224951562688,Entire home/apt,15,2,0.03,0,76
Pittwater,-33.6478455340516,151.320066600538,Entire home/apt,2,197,2.97,323,145
Woollahra,-33.8826383908251,151.258724658985,Entire home/apt,5,3,0.04,364,253
Waverley,-33.8809799779193,151.278032356768,Entire home/apt,4,13,0.18,8,152
Warringah,-33.7834472084566,151.284165397707,Entire home/apt,7,0,,16,500
Marrickville,-33.893834681988,151.155925781749,Private room,2,71,0.99,265,60
Manly,-33.7957430875321,151.285955728893,Entire home/apt,3,14,0.2,359,251
Marrickville,-33.8892120957749,151.157519555212,Entire home/apt,5,64,0.9,176,84
Waverley,-33.896318164042,151.245002573396,Private room,2,61,0.87,70,79
Waverley,-33.8904174153782,151.263105748725,Private room,2,85,1.19,32,84
Randwick,-33.9471883204032,151.253647136358,Private room,1,22,0.36,59,90
Manly,-33.7962426404407,151.285723253237,Entire home/apt,1,149,2.22,145,136
Manly,-33.8066173039228,151.255057879388,Entire home/apt,5,0,,0,999
Sydney,-33.8709960538963,151.204088509558,Entire home/apt,5,124,2.24,308,150
Sydney,-33.8894623144124,151.20522871421,Private room,3,89,1.8,27,60
Sydney,-33.8732212545091,151.224590674464,Entire home/apt,5,101,1.42,211,118
Sydney,-33.8838369438983,151.211975312877,Entire home/apt,5,49,0.68,359,145
Waverley,-33.8883664754795,151.282161286941,Private room,2,230,3.25,290,125
Sydney,-33.8748914026466,151.223544501737,Entire home/apt,5,5,0.07,200,299
Mosman,-33.8219910120638,151.243818016647,Entire home/apt,1,138,1.93,336,299
Sydney,-33.8683680919981,151.205405983129,Entire home/apt,4,50,0.83,199,140
Sydney,-33.9005174758232,151.214200198275,Private room,1,69,1.05,73,80
Leichhardt,-33.8645033375239,151.173099736274,Entire home/apt,4,57,0.89,320,186
Woollahra,-33.8752270465313,151.244506940839,Entire home/apt,7,2,0.03,347,150
Sydney,-33.8996007357741,151.206265791773,Private room,1,59,1.2,273,80
Waverley,-33.8855816922477,151.277938810301,Entire home/apt,14,12,0.2,301,150
Rockdale,-33.9884270051064,151.144480734963,Private room,1,138,1.95,0,40
Waverley,-33.8902328728965,151.266712426512,Private room,2,11,0.16,250,65
Sydney,-33.87979926466,151.216033810269,Entire home/apt,3,355,5.37,217,100
Manly,-33.7912692841952,151.258704597304,Entire home/apt,2,34,0.6,305,115
Hunters Hill,-33.8302639877587,151.133708636439,Private room,2,94,1.33,339,96
Waverley,-33.8782440880888,151.280090393326,Private room,2,20,0.32,123,89
Randwick,-33.9812117353975,151.233890467657,Entire home/apt,2,9,0.15,319,220
Randwick,-33.9139083214089,151.239637570906,Private room,2,71,1,0,84
Sydney,-33.8955928079636,151.210093348526,Private room,1,122,1.71,360,84
Leichhardt,-33.8809038659683,151.168337798203,Private room,5,71,1.02,64,65
Randwick,-33.9308938985404,151.256775895507,Private room,2,36,0.51,335,51
Sydney,-33.8987028199086,151.213952870901,Private room,3,54,0.77,335,73
Pittwater,-33.6435189207574,151.31374152487,Private room,2,26,0.38,347,120
Manly,-33.795528632324,151.278706778563,Entire home/apt,7,6,0.28,208,350
Manly,-33.7992445054616,151.286175237347,Entire home/apt,3,63,0.94,343,151
North Sydney,-33.8465143655237,151.204632872752,Entire home/apt,1,36,0.52,177,999
Waverley,-33.8909975589231,151.264053650506,Entire home/apt,3,34,0.57,6,79
Waverley,-33.8889587862395,151.275555529859,Entire home/apt,1,1,0.06,0,109
Waverley,-33.8875298454067,151.274023829746,Entire home/apt,2,13,0.26,251,270
Warringah,-33.7853325574791,151.288649329695,Entire home/apt,7,0,,309,295
Randwick,-33.9210744822391,151.24673223637,Entire home/apt,4,36,0.51,9,172
Pittwater,-33.6210141643651,151.33610617992,Entire home/apt,1,475,6.68,297,115
Waverley,-33.8974359017021,151.266395213121,Entire home/apt,7,0,,0,400
Pittwater,-33.6222903968108,151.322104503673,Entire home/apt,1,62,1.06,48,220
Leichhardt,-33.8581990394373,151.193544028575,Entire home/apt,4,42,0.73,352,295
Randwick,-33.9353889353032,151.258884803447,Private room,2,145,2.04,33,65
Sydney,-33.8699004245401,151.224726646204,Private room,2,2,0.04,250,249
Manly,-33.7975652714088,151.276409229261,Private room,2,166,2.37,301,125
Pittwater,-33.6367244457018,151.322357387366,Entire home/apt,2,119,1.7,321,115
Manly,-33.8070713127944,151.269079275347,Entire home/apt,30,5,0.1,92,226
Randwick,-33.9764551026628,151.244843716036,Entire home/apt,5,18,0.26,13,177
Leichhardt,-33.8647051231317,151.173854156291,Private room,21,3,0.04,327,60
Warringah,-33.6181836018823,151.20383030498,Entire home/apt,2,26,0.39,356,750
Warringah,-33.7817334727143,151.288690186233,Entire home/apt,7,1,0.02,333,230
Woollahra,-33.8799551075641,151.229758211206,Entire home/apt,4,31,0.45,316,150
Warringah,-33.7129697249771,151.30036154907,Entire home/apt,3,4,0.06,149,300
Woollahra,-33.8708996933418,151.236403968418,Entire home/apt,7,6,0.09,362,590
Randwick,-33.9237668769809,151.241645306233,Entire home/apt,21,4,0.09,301,150
Woollahra,-33.8740273544216,151.26406879175,Entire home/apt,30,6,0.09,0,100
Randwick,-33.9170483970114,151.236297234943,Entire home/apt,2,80,1.18,274,299
Sydney,-33.8865667824419,151.209225614902,Private room,30,2,0.03,89,111
Pittwater,-33.6496067225767,151.316225327423,Entire home/apt,3,64,0.92,36,205
Marrickville,-33.9017343810573,151.175580414841,Entire home/apt,30,1,0.03,180,161
Manly,-33.7941083115035,151.277735896461,Entire home/apt,2,23,0.49,110,180
North Sydney,-33.8425096445604,151.214573094251,Entire home/apt,7,24,0.49,344,140
Randwick,-33.9185769805086,151.249053967977,Entire home/apt,3,56,0.91,43,119
Leichhardt,-33.881126046279,151.169445778555,Private room,5,51,0.74,336,140
Leichhardt,-33.8468793719281,151.184391415521,Private room,2,16,0.3,73,40
Ryde,-33.8296747576628,151.105019253429,Entire home/apt,2,67,0.97,300,145
Sydney,-33.8931496151956,151.216308663884,Entire home/apt,3,69,0.98,282,190
Leichhardt,-33.885771638565,151.154107880198,Entire home/apt,6,18,0.26,35,190
Leichhardt,-33.8719615684144,151.162864676207,Entire home/apt,2,313,4.73,318,150
Sydney,-33.8853651807393,151.21562946737,Entire home/apt,3,0,,11,251
Randwick,-33.9073765942397,151.238485381044,Private room,1,29,0.48,69,75
Randwick,-33.9050501687939,151.237764920021,Private room,1,37,0.53,5,75
Randwick,-33.9088642700437,151.238440988475,Private room,1,74,1.06,66,75
Manly,-33.7957844189431,151.286181441876,Entire home/apt,60,2,0.05,227,199
Sydney,-33.8773920868058,151.228544382271,Entire home/apt,2,12,0.17,298,188
Waverley,-33.8967575429481,151.264350127497,Entire home/apt,6,9,0.15,272,109
Sydney,-33.8808412318338,151.214567583098,Entire home/apt,14,5,0.07,319,395
Sydney,-33.8942120568808,151.199750433683,Private room,1,353,5.04,120,84
Warringah,-33.7150430209276,151.290353301113,Entire home/apt,7,6,0.09,365,150
Ku-Ring-Gai,-33.7361801177205,151.097561175292,Entire home/apt,3,77,1.11,260,84
Sydney,-33.9062596653351,151.211523012095,Entire home/apt,4,3,3,168,90
Waverley,-33.8938999141674,151.260110270904,Entire home/apt,3,5,0.21,0,199
Canada Bay,-33.8571481013699,151.14840100616,Private room,2,0,,268,150
Waverley,-33.8860133718189,151.282925368692,Private room,1,5,0.08,364,125
Waverley,-33.8901026320025,151.28391878441,Entire home/apt,3,34,0.49,334,199
Waverley,-33.8827424364706,151.275080511105,Entire home/apt,2,7,0.1,361,350
Waverley,-33.9043868234713,151.266242829701,Private room,4,18,0.29,49,71
Woollahra,-33.87812744419,151.24398916461,Private room,1,1,0.11,267,71
Burwood,-33.8954966246895,151.103808121766,Entire home/apt,5,8,0.12,14,125
Mosman,-33.8297664244363,151.231152934938,Entire home/apt,5,11,0.16,137,132
Sydney,-33.8714791774038,151.223725912249,Entire home/apt,9,3,0.09,257,120
Sydney,-33.8802758229386,151.188245551197,Private room,2,61,0.88,11,90
Woollahra,-33.8801423904497,151.237175078254,Private room,15,39,0.56,365,96
Sydney,-33.8826535487408,151.212423037624,Private room,4,116,1.74,2,69
Manly,-33.7961047339397,151.265472469456,Entire home/apt,7,2,0.31,167,220
Waverley,-33.8912101122701,151.252972584348,Private room,1,41,0.61,0,75
Waverley,-33.9011981449769,151.263092098034,Entire home/apt,7,2,0.06,365,651
Waverley,-33.9051246433381,151.266905943189,Private room,1,2,0.03,363,120
Sydney,-33.8805797125139,151.221905973873,Entire home/apt,2,238,3.45,26,145
Woollahra,-33.8766971809377,151.246391702764,Private room,2,0,,243,96
Randwick,-33.9073950995722,151.21967845751,Private room,2,2,0.03,0,140
Sydney,-33.8805929283148,151.213145778323,Private room,2,81,1.29,162,84
Pittwater,-33.6212432186901,151.337734795663,Entire home/apt,3,175,2.84,245,140
Randwick,-33.923975189701,151.255407915207,Private room,3,8,0.12,0,64
Sydney,-33.8775598578405,151.228110830592,Entire home/apt,5,31,0.47,295,350
Woollahra,-33.8720307573109,151.237374302473,Entire home/apt,6,0,,350,251
Pittwater,-33.6347014546342,151.317381936212,Entire home/apt,5,3,0.23,32,195
Sydney,-33.8910236424439,151.229616787768,Entire home/apt,3,117,1.82,241,115
Waverley,-33.8866515131863,151.275327230986,Entire home/apt,2,18,0.3,306,180
North Sydney,-33.8504516927517,151.217822335196,Entire home/apt,3,63,1.09,292,120
Waverley,-33.8960995558111,151.251177671519,Entire home/apt,2,13,0.21,356,161
Woollahra,-33.8821188795391,151.252014805605,Entire home/apt,14,0,,364,130
Waverley,-33.8933729250491,151.271484734395,Private room,3,10,0.16,0,71
Waverley,-33.8869333919527,151.277056747691,Entire home/apt,7,3,0.05,163,199
Marrickville,-33.9031770634719,151.150362756417,Entire home/apt,2,144,2.11,343,130
Waverley,-33.8850964036093,151.284306259043,Entire home/apt,2,18,0.28,46,300
Woollahra,-33.8710074336822,151.268638403377,Private room,60,0,,364,65
Manly,-33.7961208287936,151.274944836903,Entire home/apt,14,9,0.14,76,238
Pittwater,-33.6411078705065,151.312517942412,Entire home/apt,4,7,0.14,339,400
Marrickville,-33.917133566361,151.147930477916,Private room,6,50,0.74,0,71
Waverley,-33.9055754369004,151.260380469149,Entire home/apt,4,10,0.15,188,199
Leichhardt,-33.866649661342,151.166517623352,Entire home/apt,2,7,0.15,321,195
Woollahra,-33.8818741488479,151.233162729312,Entire home/apt,6,45,0.72,280,96
Leichhardt,-33.8629719488006,151.17265512126,Entire home/apt,14,48,0.7,281,170
North Sydney,-33.8265742565023,151.227787762625,Private room,2,83,1.36,354,84
Waverley,-33.8916393455204,151.267324901104,Entire home/apt,5,4,0.08,310,150
Sutherland Shire,-34.0493060393279,151.151807129039,Private room,1,0,,365,143
Marrickville,-33.8993075892808,151.158511033856,Private room,1,80,1.18,316,65
Leichhardt,-33.8538591680278,151.179076280571,Entire home/apt,2,1,0.02,36,221
Sydney,-33.8742355640948,151.215617382484,Entire home/apt,4,18,0.27,164,300
Leichhardt,-33.8664079727178,151.168441914748,Entire home/apt,2,1,0.06,343,186
Marrickville,-33.8951327499912,151.168401057052,Entire home/apt,2,38,0.63,309,115
Sydney,-33.8717173021926,151.225610995545,Entire home/apt,3,44,0.74,329,220
Waverley,-33.8999740776659,151.26976439182,Entire home/apt,5,7,0.12,317,120
Woollahra,-33.8824192871459,151.229270605567,Private room,2,46,0.69,99,125
Pittwater,-33.6187916022406,151.333548619524,Entire home/apt,3,18,0.27,236,195
North Sydney,-33.8349491921069,151.204846171511,Private room,4,35,0.53,0,73
Sydney,-33.8765507684395,151.219037366177,Private room,2,43,0.82,137,80
Ryde,-33.8180460579372,151.131781611022,Entire home/apt,2,65,1,205,80
Pittwater,-33.6521210849111,151.315719166158,Entire home/apt,7,2,0.03,349,500
Hornsby,-33.5292395228112,151.137558032278,Entire home/apt,1,1,0.01,336,220
Pittwater,-33.695737988239,151.290413508611,Entire home/apt,2,32,0.47,303,140
Pittwater,-33.6422203258767,151.276709914268,Entire home/apt,2,5,0.09,124,595
Sydney,-33.8752104805339,151.221329651436,Entire home/apt,3,9,0.14,0,120
Randwick,-33.9410986550955,151.26366540619,Entire home/apt,90,8,0.12,274,190
Sydney,-33.8783139040372,151.211216960182,Entire home/apt,2,28,0.97,132,170
Sydney,-33.8840937982271,151.184566339305,Entire home/apt,3,31,0.59,60,212
Pittwater,-33.6236686294784,151.336949386393,Entire home/apt,1,157,2.31,219,170
Waverley,-33.8849430408052,151.278172529547,Entire home/apt,5,11,0.26,0,145
Sydney,-33.8926887300642,151.185975565843,Entire home/apt,4,94,1.68,0,150
Rockdale,-33.937036664963,151.139670470357,Entire home/apt,3,135,2.15,52,96
Rockdale,-33.9455181731081,151.14726675514,Private room,1,17,0.36,56,127
Auburn,-33.8339828337388,151.074390750967,Entire home/apt,3,9,0.15,8,415
Randwick,-33.9119657517721,151.255693142757,Private room,1,17,0.46,0,65
Randwick,-33.9393401713304,151.23826730511,Entire home/apt,4,12,0.72,268,96
Waverley,-33.8923815151021,151.270438054661,Entire home/apt,7,3,0.05,0,125
Randwick,-33.922895488535,151.245574010583,Private room,1,14,0.29,309,80
Leichhardt,-33.8521078643911,151.180653619134,Private room,1,68,1.01,275,90
Sydney,-33.8740385237841,151.194094542509,Private room,2,27,0.74,0,72
Ashfield,-33.8827214489618,151.143396221503,Private room,2,1,0.04,33,100
Manly,-33.7900178951415,151.265174053112,Entire home/apt,2,10,0.19,0,90
Ku-Ring-Gai,-33.7840069361378,151.180542206741,Entire home/apt,7,15,0.23,326,125
Sydney,-33.8731596359223,151.224721486752,Entire home/apt,2,111,2.21,68,150
Sydney,-33.8852709348255,151.202699645634,Entire home/apt,7,30,0.47,350,140
Randwick,-33.9441838533661,151.255126971778,Entire home/apt,3,0,,0,136
Waverley,-33.8963216053086,151.273862551824,Entire home/apt,3,11,0.41,49,199
Manly,-33.802055494046,151.287811932175,Entire home/apt,3,5,0.08,0,180
